Relative Time,Date,Time Stamp UTC,Volt,Volt,PSI ,Pounds
1391.77,45906,0.944548611,0.092773438,0.092163086,37.21618652,1.039195281
1391.78,45906,0.944548611,0.092773438,0.092163086,37.21618652,1.039195281
1391.79,45906,0.944548611,0.092773438,0.092163086,37.21618652,1.039195281
1391.8,45906,0.944548611,0.092773438,0.092163086,36.98730469,1.039195281
1391.81,45906,0.944548611,0.092773438,0.092468262,36.52954102,1.107223252
1391.82,45906,0.944548611,0.092773438,0.092468262,36.52954102,1.107223252
1391.83,45906,0.944548611,0.092773438,0.092163086,36.30065918,1.141237238
1391.84,45906,0.944548611,0.092773438,0.092163086,36.07177734,1.141237238
1391.85,45906,0.944548611,0.092773438,0.092163086,36.07177734,1.141237238
1391.86,45906,0.944548611,0.092773438,0.092163086,36.07177734,1.141237238
1391.87,45906,0.944548611,0.092773438,0.092163086,36.07177734,1.141237238
1391.88,45906,0.944548611,0.092773438,0.092163086,36.07177734,1.141237238
1391.89,45906,0.944548611,0.092773438,0.092468262,35.84289551,1.141237238
1391.9,45906,0.944548611,0.092773438,0.092468262,35.84289551,1.141237238
1391.91,45906,0.944548611,0.092773438,0.092468262,35.61401367,1.141237238
1391.92,45906,0.944548611,0.092773438,0.092163086,35.38513184,1.141237238
1391.93,45906,0.944548611,0.092773438,0.09185791,35.38513184,1.141237238
1391.94,45906,0.944548611,0.091552734,0.091552734,35.38513184,1.141237238
1391.95,45906,0.944548611,0.091552734,0.091552734,35.61401367,1.141237238
1391.96,45906,0.944548611,0.091552734,0.09185791,35.61401367,1.175251223
1391.97,45906,0.944548611,0.091552734,0.09185791,35.61401367,1.175251223
1391.98,45906,0.944548611,0.091552734,0.09185791,35.61401367,1.175251223
1391.99,45906,0.944548611,0.091552734,0.09185791,35.38513184,1.175251223
1392,45906,0.944560185,0.091552734,0.092163086,35.38513184,1.175251223
1392.01,45906,0.944560185,0.091552734,0.092468262,34.92736816,1.141237238
1392.02,45906,0.944560185,0.091552734,0.092468262,34.92736816,1.107223252
1392.03,45906,0.944560185,0.091552734,0.092468262,34.92736816,1.107223252
1392.04,45906,0.944560185,0.091552734,0.092468262,34.92736816,1.107223252
1392.05,45906,0.944560185,0.091552734,0.092163086,34.92736816,1.141237238
1392.06,45906,0.944560185,0.092773438,0.092163086,34.92736816,1.175251223
1392.07,45906,0.944560185,0.092773438,0.092163086,34.69848633,1.243279194
1392.08,45906,0.944560185,0.092773438,0.092163086,34.69848633,1.34532115
1392.09,45906,0.944560185,0.092773438,0.092468262,34.69848633,1.413349121
1392.1,45906,0.944560185,0.092773438,0.092468262,34.69848633,1.481377091
1392.11,45906,0.944560185,0.092773438,0.092468262,34.46960449,1.583419048
1392.12,45906,0.944560185,0.091552734,0.092468262,34.46960449,1.617433033
1392.13,45906,0.944560185,0.091552734,0.092468262,34.46960449,1.651447018
1392.14,45906,0.944560185,0.091552734,0.093078613,34.69848633,1.617433033
1392.15,45906,0.944560185,0.091552734,0.093078613,35.38513184,1.515391077
1392.16,45906,0.944560185,0.091552734,0.093078613,36.07177734,1.481377091
1392.17,45906,0.944560185,0.091552734,0.093078613,36.52954102,1.379335135
1392.18,45906,0.944560185,0.092773438,0.092468262,36.98730469,1.277293179
1392.19,45906,0.944560185,0.092773438,0.092468262,37.21618652,1.209265208
1392.2,45906,0.944560185,0.092773438,0.092468262,37.21618652,1.175251223
1392.21,45906,0.944560185,0.092773438,0.092468262,36.98730469,1.175251223
1392.22,45906,0.944560185,0.092773438,0.093078613,36.52954102,1.175251223
1392.23,45906,0.944560185,0.092773438,0.093994141,35.84289551,1.175251223
1392.24,45906,0.944560185,0.091552734,0.094604492,35.38513184,1.209265208
1392.25,45906,0.944560185,0.091552734,0.09552002,35.38513184,1.209265208
1392.26,45906,0.944560185,0.091552734,0.096130371,34.92736816,1.243279194
1392.27,45906,0.944560185,0.091552734,0.096130371,34.69848633,1.243279194
1392.28,45906,0.944560185,0.091552734,0.096130371,34.46960449,1.243279194
1392.29,45906,0.944560185,0.092773438,0.095825195,34.24072266,1.243279194
1392.3,45906,0.944560185,0.093994141,0.09552002,34.24072266,1.209265208
1392.31,45906,0.944560185,0.093994141,0.094604492,34.24072266,1.175251223
1392.32,45906,0.944560185,0.095214844,0.093994141,34.24072266,1.175251223
