Relative Time,Date,Time Stamp UTC,Volt,Volt,PSI ,Pounds
1391.47,45906,0.944548611,0.09765625,0.094604492,42.48046875,1.039195281
1391.48,45906,0.944548611,0.096435547,0.094604492,42.25158691,1.039195281
1391.49,45906,0.944548611,0.095214844,0.094604492,42.02270508,1.107223252
1391.5,45906,0.944548611,0.093994141,0.094604492,41.33605957,1.039195281
1391.51,45906,0.944548611,0.093994141,0.094604492,41.10717773,1.039195281
1391.52,45906,0.944548611,0.093994141,0.094299316,40.8782959,1.039195281
1391.53,45906,0.944548611,0.093994141,0.093994141,40.64941406,1.107223252
1391.54,45906,0.944548611,0.093994141,0.093688965,40.42053223,1.107223252
1391.55,45906,0.944548611,0.093994141,0.093688965,39.73388672,1.107223252
1391.56,45906,0.944548611,0.095214844,0.093383789,39.50500488,1.107223252
1391.57,45906,0.944548611,0.095214844,0.093078613,39.27612305,1.107223252
1391.58,45906,0.944548611,0.093994141,0.093078613,39.27612305,1.107223252
1391.59,45906,0.944548611,0.093994141,0.092468262,39.04724121,1.107223252
1391.6,45906,0.944548611,0.093994141,0.092468262,39.04724121,1.107223252
1391.61,45906,0.944548611,0.093994141,0.092468262,39.04724121,1.107223252
1391.62,45906,0.944548611,0.093994141,0.092468262,38.81835938,1.107223252
1391.63,45906,0.944548611,0.093994141,0.092468262,38.58947754,1.039195281
1391.64,45906,0.944548611,0.092773438,0.092468262,38.58947754,1.039195281
1391.65,45906,0.944548611,0.092773438,0.093078613,38.13171387,1.039195281
1391.66,45906,0.944548611,0.092773438,0.093078613,38.13171387,1.039195281
1391.67,45906,0.944548611,0.092773438,0.093078613,37.90283203,1.039195281
1391.68,45906,0.944548611,0.092773438,0.092468262,37.44506836,1.107223252
1391.69,45906,0.944548611,0.092773438,0.092163086,37.44506836,1.107223252
1391.7,45906,0.944548611,0.092773438,0.092163086,37.44506836,1.107223252
1391.71,45906,0.944548611,0.092773438,0.092163086,37.44506836,1.107223252
1391.72,45906,0.944548611,0.092773438,0.092163086,37.44506836,1.107223252
1391.73,45906,0.944548611,0.092773438,0.092163086,37.44506836,1.107223252
1391.74,45906,0.944548611,0.092773438,0.09185791,37.44506836,1.107223252
1391.75,45906,0.944548611,0.092773438,0.09185791,37.44506836,1.107223252
1391.76,45906,0.944548611,0.092773438,0.09185791,37.21618652,1.039195281
